name,image,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value
0N1 #4182,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4182.png,Background,Jasper,,Body,Jasper,,Extra,Void,,Eyes,Eye Shadow (Azurite),,Face,Skull Mask,,Hair,Spiky (Obsidian),,Head,Headphones (Turquoise),,Mouth,Neutral,,Spirit,4,10,Strength,3,10,Style,2,10,Type,Y0K-A1,,Wear,Bomber Jacket (Rose),
0N1 #4231,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4231.png,Background,Citrine,,Body,Type-01,,Extra,Oni Doll (Jasper),,Eyes,Squint (Azurite),,Face,Plague Mask (Obsidian),,Hair,Fade (Azurite),,Head,Earbuds,,Mouth,Smirk,,Spirit,5,10,Strength,6,10,Style,8,10,Type,B4K3M0-N0,,Wear,Suit (Obsidian),
0N1 #4114,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4114.png,Background,Jasper,,Body,Citrine,,Extra,Void,,Eyes,Angry (Citrine),,Face,Skull Mask,,Hair,Fade (Obsidian),,Head,Snapback (Obsidian),,Mouth,Neutral,,Spirit,2,10,Strength,1,10,Style,2,10,Type,Y0K-A1,,Wear,Track Jacket (Pearl),
0N1 #4121,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4121.png,Background,Dark Smoke,,Body,Azurite,,Extra,Lucky no. 7 Pin,,Eyes,Squint (Jasper),,Face,Plague Mask (Obsidian),,Hair,Pixie (Citrine),,Head,Earbuds,,Mouth,Smile,,Spirit,8,10,Strength,7,10,Style,7,10,Type,B4K3M0-N0,,Wear,T-Shirt (Jasper),
0N1 #4037,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4037.png,Background,Jasper,,Body,Jasper,,Extra,0N1 Logo Pin (Black),,Eyes,Eye Shadow (Azurite),,Face,Gas Mask (Obsidian),,Hair,Long (Turquoise),,Head,Headphones (Jasper),,Mouth,Frown,,Spirit,3,10,Strength,2,10,Style,2,10,Type,Y0K-A1,,Wear,Bomber Jacket (Pine),
0N1 #4371,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4371.png,Background,Jasper,,Body,Jasper,,Extra,Void,,Eyes,Open (Citrine),,Face,PR Mask (Jasper),,Hair,Fade (Pearl),,Head,Fedora (Obsidian),,Mouth,Frown,,Spirit,4,10,Strength,2,10,Style,3,10,Type,Y0K-A1,,Wear,Track Jacket (Obsidian),
0N1 #4203,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4203.png,Background,Jasper,,Body,Azurite,,Extra,0N1 Logo Pin (White),,Eyes,Squint (Jasper),,Face,Void,,Hair,Bob (Obsidian),,Head,Cat Ears,,Mouth,Neutral,,Spirit,3,10,Strength,4,10,Style,1,10,Type,Y0K-A1,,Wear,Track Jacket (Obsidian),
0N1 #4268,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4268.png,Background,Jasper,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Squint (Azurite),,Face,PR Mask (Jasper),,Hair,Dreads (Bronzite),,Head,Headphones (Pearl),,Mouth,Smirk,,Spirit,2,10,Strength,3,10,Style,1,10,Type,Y0K-A1,,Wear,Track Jacket (Pearl),
0N1 #4030,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4030.png,Background,Jasper,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Eye Shadow (Jasper),,Face,PR Mask (Citrine),,Hair,Fade (Pearl),,Head,Headphones (Citrine),,Mouth,Neutral,,Spirit,4,10,Strength,1,10,Style,1,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Turquoise),
0N1 #4396,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4396.png,Background,Azurite,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Citrine),,Face,T-Goggles,,Hair,Bald,,Head,Headphones (Citrine),,Mouth,Smirk,,Spirit,2,10,Strength,2,10,Style,4,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #4210,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4210.png,Background,Light Smoke,,Body,Obsidian,,Extra,Lucky no. 7 Earring,,Eyes,Open (Citrine),,Face,Hannya Mask (Jasper),,Hair,Pixie (Citrine),,Head,Rose,,Mouth,Smile,,Spirit,5,10,Strength,8,10,Style,8,10,Type,B4K3M0-N0,,Wear,Yukata (Azurite),
0N1 #4107,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4107.png,Background,Jasper,,Body,Jasper,,Extra,Void,,Eyes,Open (Citrine),,Face,PR Mask (Jasper),,Hair,Bob (Quartz),,Head,Void,,Mouth,Smirk,,Spirit,4,10,Strength,1,10,Style,2,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #4159,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4159.png,Background,Light Smoke,,Body,Azurite,,Extra,Void,,Eyes,Open (Citrine),,Face,V-Shades,,Hair,Pixie (Rose),,Head,Void,,Mouth,Neutral,,Spirit,7,10,Strength,5,10,Style,8,10,Type,B4K3M0-N0,,Wear,Suit (Obsidian),
0N1 #4044,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4044.png,Background,Dark Smoke,,Body,Type-01,,Extra,Lucky no. 7 Pin,,Eyes,Squint (Citrine),,Face,Plague Mask (Obsidian),,Hair,Ponytail (Turquoise),,Head,Headphones (Pearl),,Mouth,Smirk,,Spirit,6,10,Strength,7,10,Style,8,10,Type,B4K3M0-N0,,Wear,Yukata (Pearl),
0N1 #4131,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4131.png,Background,Azurite,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Open (Azurite),,Face,PR Mask (Citrine),,Hair,Half-Buzz (Turquoise),,Head,Headphones (Rose),,Mouth,Frown,,Spirit,2,10,Strength,2,10,Style,4,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Pearl),
0N1 #4058,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4058.png,Background,Dark Smoke,,Body,Jasper,,Extra,Void,,Eyes,Open (Citrine),,Face,Masquerade (Obsidian),,Hair,Long (Turquoise),,Head,Headphones (Citrine),,Mouth,Frown,,Spirit,5,10,Strength,7,10,Style,7,10,Type,B4K3M0-N0,,Wear,Bomber Jacket (Jasper/Obsidian),
0N1 #4258,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4258.png,Background,Jasper,,Body,Azurite,,Extra,0N1 Logo Pin (Black),,Eyes,Eye Shadow (Azurite),,Face,PR Mask (Citrine),,Hair,Half-Buzz (Turquoise),,Head,Headphones (Jasper),,Mouth,Smirk,,Spirit,4,10,Strength,4,10,Style,1,10,Type,Y0K-A1,,Wear,Bomber Jacket (Pine),
0N1 #4023,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4023.png,Background,Citrine,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Eye Shadow (Azurite),,Face,KULT Mask (Pearl),,Hair,Bob (Quartz),,Head,Headphones (Citrine),,Mouth,Smirk,,Spirit,3,10,Strength,1,10,Style,4,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Citrine),
0N1 #4253,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4253.png,Background,Jasper,,Body,Obsidian,,Extra,Earring (Double),,Eyes,Squint (Jasper),,Face,Plague Mask (Obsidian),,Hair,Pixie (Pearl),,Head,Earbuds,,Mouth,Open,,Spirit,5,10,Strength,7,10,Style,7,10,Type,B4K3M0-N0,,Wear,Bomber Jacket (Pine),
0N1 #4079,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4079.png,Background,Light Smoke,,Body,Obsidian,,Extra,Lucky no. 7 Pin,,Eyes,Angry (Citrine),,Face,Void,,Hair,Pixie (Citrine),,Head,Earbuds,,Mouth,Angry,,Spirit,7,10,Strength,5,10,Style,8,10,Type,B4K3M0-N0,,Wear,Yukata (Azurite),
0N1 #4050,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4050.png,Background,Azurite,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Open (Azurite),,Face,KULT Mask (Obsidian),,Hair,Spiky (Citrine),,Head,Void,,Mouth,Frown,,Spirit,5,10,Strength,3,10,Style,3,10,Type,Y0K-A1,,Wear,Bomber Jacket (Jasper/Obsidian),
0N1 #4245,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4245.png,Background,Jasper,,Body,Azurite,,Extra,0N1 Logo Pin (White),,Eyes,Open (Citrine),,Face,T-Goggles,,Hair,Long (Turquoise),,Head,Void,,Mouth,Frown,,Spirit,4,10,Strength,3,10,Style,5,10,Type,Y0K-A1,,Wear,Sleeveless (Obsidian),
0N1 #4152,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4152.png,Background,Azurite,,Body,Azurite,,Extra,Void,,Eyes,Squint (Azurite),,Face,Nose Scar,,Hair,Ponytail (Rose),,Head,Void,,Mouth,Neutral,,Spirit,5,10,Strength,2,10,Style,4,10,Type,Y0K-A1,,Wear,Track Jacket (Citrine),
0N1 #4196,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4196.png,Background,Citrine,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Open (Azurite),,Face,Bandaid,,Hair,Bob (Quartz),,Head,Headphones (Rose),,Mouth,Neutral,,Spirit,3,10,Strength,1,10,Style,5,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Turquoise),
0N1 #4302,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4302.png,Background,Dark Smoke,,Body,Azurite,,Extra,0N1 Logo Pin (White),,Eyes,Flat,,Face,V-Shades,,Hair,Long (Obsidian),,Head,Void,,Mouth,Neutral,,Spirit,6,10,Strength,6,10,Style,6,10,Type,B4K3M0-N0,,Wear,Thermal Hoodie (Pearl),
0N1 #4165,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4165.png,Background,Azurite,,Body,Citrine,,Extra,Earring (Double),,Eyes,Open (Citrine),,Face,Nose Scar,,Hair,Long (Rose),,Head,Void,,Mouth,Frown,,Spirit,5,10,Strength,4,10,Style,1,10,Type,Y0K-A1,,Wear,T-Shirt (Pearl),
0N1 #4224,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4224.png,Background,Citrine,,Body,Jasper,,Extra,Void,,Eyes,Open (Citrine),,Face,Gas Mask (Obsidian),,Hair,Long (Citirine),,Head,Void,,Mouth,Smirk,,Spirit,2,10,Strength,4,10,Style,5,10,Type,Y0K-A1,,Wear,Track Jacket (Azurite),
0N1 #4065,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4065.png,Background,Citrine,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Open (Azurite),,Face,Kitsune Mask (Obsidian),,Hair,Long (Turquoise),,Head,Flat Cap (Obsidian),,Mouth,Smirk,,Spirit,2,10,Strength,1,10,Style,5,10,Type,Y0K-A1,,Wear,Track Jacket (Azurite),
0N1 #4138,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4138.png,Background,Azurite,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Jasper),,Face,Glasses (Obsidian),,Hair,Fade (Pearl),,Head,Cat Ears,,Mouth,Smirk,,Spirit,3,10,Strength,5,10,Style,3,10,Type,Y0K-A1,,Wear,Track Jacket (Obsidian),
0N1 #4089,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4089.png,Background,Azurite,,Body,Citrine,,Extra,Earring (Double),,Eyes,Half Open (Jasper),,Face,Bandaid,,Hair,Fade (Obsidian),,Head,Void,,Mouth,Neutral,,Spirit,5,10,Strength,4,10,Style,1,10,Type,Y0K-A1,,Wear,Bomber Jacket (Pine),
0N1 #4100,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4100.png,Background,Dark Smoke,,Body,Pearlescent,,Extra,Lucky no. 7 Pin,,Eyes,Hypnotized,,Face,Masquerade (Obsidian),,Hair,Slick (Citrine),,Head,0-Headphones (Obsidian),,Mouth,uwu,,Spirit,9,10,Strength,9,10,Style,8,10,Type,0N1,,Wear,Tech Jacket (Reflective),
0N1 #4217,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4217.png,Background,Citrine,,Body,Type-01,,Extra,Void,,Eyes,Half Open (Azurite),,Face,Garou (Citrine),,Hair,Fade (Jasper),,Head,Fedora (Obsidian),,Mouth,Frown,,Spirit,8,10,Strength,6,10,Style,8,10,Type,B4K3M0-N0,,Wear,Neon Hood (Emerald),
0N1 #4337,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4337.png,Background,Azurite,,Body,Ash,,Extra,Earring (Double),,Eyes,Open (Citrine),,Face,Nose Scar,,Hair,Long (Turquoise),,Head,Snapback (Jasper),,Mouth,Neutral,,Spirit,1,10,Strength,2,10,Style,4,10,Type,Y0K-A1,,Wear,Kimono (Rose),
0N1 #4144,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4144.png,Background,Azurite,,Body,Azurite,,Extra,Void,,Eyes,Half Open (Azurite),,Face,T-Goggles,,Hair,Bob (Obsidian),,Head,Void,,Mouth,Smirk,,Spirit,5,10,Strength,3,10,Style,4,10,Type,Y0K-A1,,Wear,Track Jacket (Citrine),
0N1 #4071,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4071.png,Background,Light Smoke,,Body,Pearlescent,,Extra,Oni Doll (Azurite),,Eyes,Aggressive,,Face,Barong,,Hair,Spiky (Jasper),,Head,E-A1D,,Mouth,Angry (Oni),,Spirit,8,10,Strength,10,10,Style,9,10,Type,0N1,,Wear,Yukata (Azurite),
0N1 #4172,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4172.png,Background,Citrine,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Open (Citrine),,Face,KULT Mask (Obsidian),,Hair,Spiky (Citrine),,Head,Earbuds,,Mouth,Neutral,,Spirit,3,10,Strength,1,10,Style,3,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Citrine),
0N1 #4082,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4082.png,Background,Azurite,,Body,Jasper,,Extra,0N1 Logo Pin (Black),,Eyes,Open (Citrine),,Face,Bubblegum,,Hair,Bald,,Head,Headphones (Citrine),,Mouth,Frown,,Spirit,4,10,Strength,3,10,Style,5,10,Type,Y0K-A1,,Wear,Kimono (Rose),
0N1 #4202,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4202.png,Background,Jasper,,Body,Jasper,,Extra,0N1 Logo Pin (Black),,Eyes,Squint (Jasper),,Face,Void,,Hair,Half-Buzz (Turquoise),,Head,Headphones (Jasper),,Mouth,Smirk,,Spirit,4,10,Strength,3,10,Style,1,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #4181,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4181.png,Background,Jasper,,Body,Jasper,,Extra,Void,,Eyes,Squint (Jasper),,Face,PR Mask (Jasper),,Hair,Spiky (Citrine),,Head,Void,,Mouth,Neutral,,Spirit,4,10,Strength,1,10,Style,3,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #4092,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4092.png,Background,Azurite,,Body,Azurite,,Extra,0N1 Logo Pin (White),,Eyes,Eye Shadow (Citrine),,Face,Skull Mask,,Hair,Long (Turquoise),,Head,Snapback (Jasper),,Mouth,Neutral,,Spirit,1,10,Strength,4,10,Style,5,10,Type,Y0K-A1,,Wear,Neon Hood (Rose),
0N1 #4230,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4230.png,Background,Citrine,,Body,Azurite,,Extra,Earring (Double),,Eyes,Squint (Jasper),,Face,Bubblegum,,Hair,Dreads (Bronzite),,Head,Void,,Mouth,Neutral,,Spirit,5,10,Strength,1,10,Style,2,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Turquoise),
0N1 #4267,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4267.png,Background,Azurite,,Body,Jasper,,Extra,Void,,Eyes,Open (Azurite),,Face,Kitsune Mask (Pearl),,Hair,Dreads (Obsidian),,Head,Void,,Mouth,Neutral,,Spirit,2,10,Strength,1,10,Style,4,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #4370,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4370.png,Background,Dark Smoke,,Body,Obsidian,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Citrine),,Face,Garou (Jasper),,Hair,Fade (Citrine),,Head,Headphones (Citrine),,Mouth,Smile,,Spirit,8,10,Strength,5,10,Style,8,10,Type,B4K3M0-N0,,Wear,Ninja (Obsidian),
0N1 #4120,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4120.png,Background,Jasper,,Body,Azurite,,Extra,0N1 Logo Pin (White),,Eyes,Open (Azurite),,Face,KULT Mask (Pearl),,Hair,Fade (Obsidian),,Head,Headphones (Citrine),,Mouth,Frown,,Spirit,5,10,Strength,2,10,Style,1,10,Type,Y0K-A1,,Wear,Kimono (Rose),
0N1 #4113,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4113.png,Background,Azurite,,Body,Citrine,,Extra,Earring (Double),,Eyes,Squint (Azurite),,Face,Glasses (Obsidian),,Hair,Long (Citirine),,Head,Void,,Mouth,Smirk,,Spirit,1,10,Strength,1,10,Style,3,10,Type,Y0K-A1,,Wear,Bomber Jacket (Rose),
0N1 #4043,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4043.png,Background,Azurite,,Body,Azurite,,Extra,Void,,Eyes,Squint (Citrine),,Face,KULT Mask (Obsidian),,Hair,Fade (Pearl),,Head,Headphones (Turquoise),,Mouth,Smirk,,Spirit,5,10,Strength,2,10,Style,2,10,Type,Y0K-A1,,Wear,Track Jacket (Topaz),
0N1 #4188,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4188.png,Background,Jasper,,Body,Type-01,,Extra,Void,,Eyes,Angry (Citrine),,Face,Garou (Citrine),,Hair,Ponytail (Jasper),,Head,Headphones (Pearl),,Mouth,Smile,,Spirit,6,10,Strength,7,10,Style,8,10,Type,B4K3M0-N0,,Wear,Track Jacket (Obsidian),
0N1 #4395,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4395.png,Background,Citrine,,Body,Ash,,Extra,Void,,Eyes,Eye Shadow (Azurite),,Face,PR Mask (Citrine),,Hair,Bob (Obsidian),,Head,Void,,Mouth,Smirk,,Spirit,2,10,Strength,2,10,Style,3,10,Type,Y0K-A1,,Wear,Sleeveless (Obsidian),
0N1 #4029,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4029.png,Background,Dark Smoke,,Body,Azurite,,Extra,Lucky no. 7 Earring,,Eyes,Squint (Citrine),,Face,V-Shades,,Hair,Long (Obsidian),,Head,Void,,Mouth,Smile,,Spirit,6,10,Strength,5,10,Style,5,10,Type,B4K3M0-N0,,Wear,Yukata (Azurite),
0N1 #4158,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4158.png,Background,Citrine,,Body,Azurite,,Extra,Earring (Double),,Eyes,Open (Azurite),,Face,KULT Mask (Pearl),,Hair,Long (Turquoise),,Head,Void,,Mouth,Frown,,Spirit,3,10,Strength,2,10,Style,5,10,Type,Y0K-A1,,Wear,Sleeveless (Pearl),
0N1 #4244,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4244.png,Background,Azurite,,Body,Azurite,,Extra,0N1 Logo Pin (Black),,Eyes,Eye Shadow (Azurite),,Face,Glasses (Pearl),,Hair,Bob (Rose),,Head,Headphones (Rose),,Mouth,Neutral,,Spirit,2,10,Strength,3,10,Style,5,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Turquoise),
0N1 #4209,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4209.png,Background,Azurite,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Squint (Azurite),,Face,PR Mask (Citrine),,Hair,Half-Buzz (Turquoise),,Head,Headphones (Turquoise),,Mouth,Neutral,,Spirit,2,10,Strength,2,10,Style,5,10,Type,Y0K-A1,,Wear,Track Jacket (Citrine),
0N1 #4223,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4223.png,Background,Citrine,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Open (Jasper),,Face,PR Mask (Citrine),,Hair,Long (Turquoise),,Head,Flat Cap (Obsidian),,Mouth,Neutral,,Spirit,4,10,Strength,3,10,Style,1,10,Type,Y0K-A1,,Wear,Track Jacket (Azurite),
0N1 #4078,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4078.png,Background,Jasper,,Body,Azurite,,Extra,Void,,Eyes,Angry (Citrine),,Face,KULT Mask (Pearl),,Hair,Ponytail (Obsidian),,Head,Headphones (Turquoise),,Mouth,Frown,,Spirit,3,10,Strength,4,10,Style,2,10,Type,Y0K-A1,,Wear,Sleeveless (Obsidian),
0N1 #4106,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4106.png,Background,Light Smoke,,Body,Type-01,,Extra,Lucky no. 7 Pin,,Eyes,Open (Citrine),,Face,Void,,Hair,High Ponytail (Bronzite),,Head,Pen,,Mouth,Neutral,,Spirit,6,10,Strength,6,10,Style,5,10,Type,B4K3M0-N0,,Wear,Bomber Jacket (Obsidian/Pearl),
0N1 #4064,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4064.png,Background,Jasper,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Squint (Jasper),,Face,Glasses (Obsidian),,Hair,Spiky (Citrine),,Head,Earbuds,,Mouth,Frown,,Spirit,3,10,Strength,3,10,Style,3,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #4036,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4036.png,Background,Light Smoke,,Body,Obsidian,,Extra,Lucky no. 7 Pin,,Eyes,Open (Citrine),,Face,VR (Obsidian),,Hair,Pompadour (Obsidian),,Head,Horns (Obsidian),,Mouth,Frown,,Spirit,8,10,Strength,9,10,Style,9,10,Type,0N1,,Wear,Suit (Pearl),
0N1 #4130,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4130.png,Background,Citrine,,Body,Jasper,,Extra,0N1 Logo Pin (Black),,Eyes,Open (Citrine),,Face,Plague Mask (Obsidian),,Hair,Slick (Obsidian),,Head,Void,,Mouth,Frown,,Spirit,7,10,Strength,8,10,Style,8,10,Type,B4K3M0-N0,,Wear,Kimono (Rose),
0N1 #4151,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4151.png,Background,Dark Smoke,,Body,Pearlescent,,Extra,Lucky no. 7 Pin,,Eyes,Eye Shadow (Jasper),,Face,VR (Obsidian),,Hair,Slick (Obsidian),,Head,Snapback (Multicolor),,Mouth,Smile,,Spirit,8,10,Strength,9,10,Style,8,10,Type,0N1,,Wear,Ninja (Pearl),
0N1 #4164,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4164.png,Background,Jasper,,Body,Jasper,,Extra,0N1 Logo Pin (Black),,Eyes,Angry (Citrine),,Face,Bubblegum,,Hair,Dreads (Bronzite),,Head,Headphones (Rose),,Mouth,Frown,,Spirit,2,10,Strength,5,10,Style,4,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #4127,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/4127.png,Background,Jasper,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Open (Citrine),,Face,Nose Scar,,Hair,Bob (Rose),,Head,Headphones (Jasper),,Mouth,Smirk,,Spirit,4,10,Strength,1,10,Style,1,10,Type,Y0K-A1,,Wear,Track Jacket (Obsidian),
